tweet_id,text,theme.fable,theme.corrected
1318795116178415616,"Regional Queensland deserves the same opportunities as those in South East Queensland which is why
an @LNPQLD government will invest $160 million towards construction of the first stage of Cairns University Hospital creating 500 construction jobs. #qldpol https://t.co/686N6VPIvy",promise,
1318801628447690752,"@JohnpaulGonzo @10NewsFirstQLD @M_McCormackMP @AnnastaciaMP Good news for @M_McCormackMP is @QLDLabor’s 2nd Bruce plan is NEW $$$. So is our extra $100M on Bruce, growing our existing fed/state $12.6B program. We’ll keep upgrading it &amp; build 2nd Bruce too! Record road $ in Qld atm &amp; looking forward to more bitumen &amp; QLD jobs 🚗🚛🚚😊👍",promise,
1318786612197613568,"A vote for Annastacia Palaszczuk &amp; Labor is a vote for strong, stable Government and a clear economic plan for job creation and recovery. A vote for the LNP is a vote for a Deb Frecklington, Pauline Hanson &amp;  Clive Palmer = recklessness. Do you want to take this risk? #qldjobs https://t.co/qirN6A3uvn",promise,
1318786593658908675,"Labor is committed to creating jobs across Queensland – including in Ipswich.

We have committed to funding a number of infrastructure projects in our community and have invested in health, education, business and more. 

A vote for Labor is a vote for jobs and infrastructure. https://t.co/vfmrgaU9NW",promise,
1318787133767778305,"That went well @DebFrecklington @LNPQLD. “The police source blasted the idea as a “stupid” idea and said it would leave police tied up, unable to attend other jobs.” #qldpol https://t.co/zCrsA6vNCv",other,
1318802629221384193,The Greens' four year economic recovery plan will create 2351 jobs per year on the Sunshine Coast by investing in public services and infrastructure. See our plan here: https://t.co/8a43xAhybS #vote1greens https://t.co/ZdVqtV9Jle,promise,
1318771996646346752,"Campbell McCall is the project manager of the Infrastructure Group, the construction company working on the Haughton River road and bridge upgrades, outside Townsville. The upgrades are part of our Real Bruce Plan and the company already has hundreds of workers on site. #qldjobs https://t.co/RCSjGcFPnL",promise,
1318786195048910848,"Checking out the progress on our $193m Townsville Port channel upgrade!

It’s really rockin’ - as in literally rocking, with the rock wall well underway.

#qldjobs #townsville https://t.co/LzT1TzsHWQ",promise,
1318786423634325506,"@townsvilleport is such a powerhouse for Queensland exports, and our $193 million investment means more berths, which is another chapter in Queensland’s economic recovery plan and jobs in the region.

@ScottStewartMP @AaronHarperMP @cr_leswalker #qldjobs #townsville",promise,
1318805613338451968,"@SteveKanofski @TheRealPearl03 @SteveKanofski Right now we’re delivering massive upgrades on the Bruce around Cairns, Townsville, Mackay, Rockhampton, Gympie and the Sunshine Coast, with 33 projects underway, supporting thousands of regional jobs.",promise,
1318768462769065984,"The Palaszczuk Government is dedicated to rebuilding the tourism industry.
We 𝙬𝙞𝙡𝙡 be stimulating growth in tourism and all sectors.
We 𝙬𝙞𝙡𝙡 𝙣𝙤𝙩 be slashing jobs.

𝗩𝗢𝗧𝗘 1 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For the Great Barrier Reef
👉 For Jobs
👉 For Small Business https://t.co/izB8LYrOTp",promise,
1318768973354336256,"The choice is clear at this election.

𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉  For Education
👉  For Health
👉  For the Hospital
👉  For the Arts
👉  For the Environment
👉  For the Great Barrier Reef
👉  For Small Business
👉  For Jobs
👉  For All Of Us

 #HealyForCairns https://t.co/rSGJdssr72",other,
1318772311684689923,"Stick with Annastacia.  Stick with Healy.

𝗩𝗢𝗧𝗘  𝟭  𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦

👉  For Education.
👉  For Health.
👉  For the Hospital.
👉  For the Arts.
👉  For the Environment.
👉  For the Great Barrier Reef.
👉  For Small Business.
👉  For Jobs.
👉  For All Of Us. https://t.co/yqa169UTfp",other,
1319782996036120576,"Great to be out at Margate this morning at our early voting centre talking about @AnnastaciaMP strong plan for Queensland and our Redcliffe community. 

Vote for Jobs! Not Cuts! 

@QLDLabor #qldpol #qldvotes https://t.co/hGNmldYloJ",cuts,
1319525955845582850,"Remember who @DebFrecklington &amp; @LNPQLD are preferencing - Pauline Hanson and One Nation.

That would mean job cuts in a chaotic coalition.

They’ve also been united in calls to open the borders &amp; risking a 2nd wave for Queensland earlier this year as cases surged in Victoria https://t.co/NdlsUrXRSQ",cuts,
1319528573137571841,"The @LNPQLD will help diversify the Gold Coast economy and create a decade of secure jobs with our $33 million investment to build a new technology institute, partnering with Griffith University. #qldpol https://t.co/x2zmUYIm8K",promise,
1319787208392413184,The @RACQOfficial consistently ranks Old Cleveland Rd as among the most congested rds in Qld during peak time. An @LNPQLD gov will fund a $20m upgrade to support families &amp; businesses that rely on this road &amp; create jobs. All part of our $1b SEQ Congestion Package. #qldpol https://t.co/kTXI0OpKMy,promise,
1319809516616118272,This is on top of the @LNPQLD’s plan to invest $90 million for an overpass across Gympie Rd at Carseldine. Our SEQ congestion program will create 3100 jobs. #qldpol (2/2),promise,
1319840177506824198,Third stop today at one of the Sunshine Coast’s biggest bottlenecks. The @LNPQLD will fund $15m to fix Caloundra Rd-Nicklin Way roundabout. We’ll also invest $35m to fast-track Bells Creek Arterial Rd. It’s all part of our SEQ plan to bust congestion &amp; create local jobs. #qldpol https://t.co/BLTNsfonlJ,promise,
1319848249717592064,In case you missed it...here is our announcement about boosting jobs and providing education services for our TAFE colleges.  Our economic recovery plan is already well under way.  Support Premier Palaszczuk's team to keep Queensland moving. #qldjobs #southport #TAFE https://t.co/rZnBBPo7xW,promise,
1319568728711835648,"Since 2015 the Palaszczuk Labor Government has been investing in Queensland’s unique National Parks and iconic Great Barrier Reef.  We are protecting the environment and supporting jobs for Queenslanders.
#qldvotes https://t.co/ypPRpVDlPD",promise,
1319475174203248640,"@robgilmourpm Additionally, the Treasurer has committed to handing down a budget by 1 December, should we be re-elected. This would be two months before the LNP.

Like all Queenslanders we wait with interest to see what jobs and services the LNP are planning to cut to fund their promises.",cuts,
1319517265788694534,"We’re empowering Queensland manufacturing to supercharge our economic recovery.

With our support, @nojapower has grown into a global leader in medium voltage electrical equipment – blitzing the world with more than 60,000 installations in over 90 countries ⚡

#qldjobs https://t.co/gQerZqGTw3",promise,
1319685016792825856,"Thanks to Queensland's strong health response, businesses like NOJA have been able to stay open and keep Queenslanders in jobs 💪 #qldjobs https://t.co/FFt6sQbYWw",promise,
1319730312423919616,"COVID is not “just the flu,” and its effects can be debilitating for survivors. Queenslanders have done an incredible job to stop the spread in our state and I will continue to always put Queenslanders’ health first. Read the full storyat https://t.co/pLdFWMM6IS @abcnews #COVID19 https://t.co/04LPrxSJhR",other,
1319798386455764993,"Joined the Cuts Bus in Cairns this morning. The choice this election is clear - jobs, stability and an economic plan for Queensland's future under @AnnastaciaMP or reckless cuts and chaos under Deb Frecklington and the LNP. #jobsnotcuts #qldsvotes @MarkRyanQLD https://t.co/fXt7r2bkNj",cuts,
1321261296222834688,"3 days to go! #Makeyourvotecount

@KimeRichards is one of the hardest working MPs.

Kim ❤️s local biz &amp; her community, &amp; it was great to meet some of them at the Victoria Pt this morning.

Backing @AnnastaciaMP &amp; our strong health response will support Qld’s recovery &amp; jobs. https://t.co/MdhXiwndo5",promise,
1320972685279723521,"🌧 Even the rain won’t stop me being at pre-poll in Redcliffe ensuring locals know @AnnastaciaMP and my strong plan for Queensland to support jobs, not cuts! 

@QLDLabor #qldpol #qldvotes https://t.co/tuGcVzX4AW",promise,
1321245446392573953,"Better weather this morning down at pre-poll (although there is rain forecast for this afternoon).

Our focus is on keeping Queenslanders safe and through our strong health response we can now focus on strengthening our economy and creating jobs. 

Vote for jobs! Not cuts! https://t.co/KElqh0ZMyg",promise,
1320953791106043912,"There’s a clear choice this election – four more years of @QLDLabor's failures or the @LNPQLD's plan to create jobs, crackdown on crime, no new or increased taxes and a plan to build big, bold infrastructure like the New Bradfield &amp; 4-lane the Bruce from Gympie to Cairns. #qldpol https://t.co/FGY4bpzKYn",promise,
1321236803576184832,"Deb Frecklington would have opened borders ""months ago"" says NSW Premier @GladysB

Exactly &amp; risked a 2nd wave smashing Qld jobs just like in Victoria.

Qld doesn’t need a weak leader who ignores health advice in a pandemic. 

Stick with @AnnastaciaMP &amp; her strong leadership https://t.co/TQaOatKLFb",cuts,
1321250415598432257,"Replacing the dangerous roundabout at Gooding Drive on the Gold Coast is all part of the @LNPQLD’s $1 billion infrastructure program creating 3,100 jobs and busting congestion across South-East Queensland. #qldpol @Ros_Bates_MP https://t.co/4CyNnduqXZ",promise,
1321226183934001152,"7️⃣⏰⏰⏰⏰⏰⏰⏰ hours before the first Leaders’ Debate. Still HEAPS of time for @debfrecklington to release the full list of 32,297 jobs that will have to go to fund $26.55 Billion in @LNPQLD election commitments .... 

✂️✂️✂️✂️✂️✂️ #DontRiskDeb https://t.co/NExZyYZX8v",cuts,
1321192719004299264,"@donbrownmp Happy to stand on my conservation credentials don, plus what I have achieved for jobs, roads, health, education ... btw, my BSc from James Cook Uni stands for Bachelor of Science with a double major in Marine Biology &amp; Zoology. It’s a real environmental degree. Have a nice day.",promise,
1320964267663740928,Driving the Cuts Bus past LNP press conferences in Mackay definitely builds an appetite. #dontriskdeb #jobsnotcuts,cuts,
1320968973178048512,My focus? Keeping Queensland safe and creating jobs. https://t.co/h76rtvVaFG,promise,
1320998443783892992,"Bundaberg is good to go and so is the rest of Queensland.

Let's get out and visit our regional Queensland towns and support our local businesses! #qldjobs #goodtogo https://t.co/w3dhqh1RMZ",other,
1321134060916350976,"The world is seeing half a million new COVID cases every day.

It’s destroying jobs, livelihoods and entire economies.

The decisions we’ve taken in Queensland have kept us safe and protected lives and jobs.

I need a strong majority government to continue that work.

#qldvotes https://t.co/9eGb6eE6KR",promise,
1321275545905102848,"Today I visited @CenturyYuasa, which powered on through pandemic - they kept their workforce in jobs and now want to hire more.

The only way they could do this is because we took decisive action to keep Queenslanders safe in March.

@JessPughMP @DrAnthonyLynham https://t.co/g60IpqZAh2",promise,
1322412978340196352,"1️⃣A vote for the @LNPQLD = a stronger economy, more jobs, no new taxes, less crime, $300 car rego rebate, more infrastructure, better health and education. 
#qldpol https://t.co/MqUmQzUnL7",promise,
1322960131529715712,"Australia will lose more than $3 trillion and 880,000 jobs over 50 years if climate change is not addressed, Deloitte says https://t.co/fTSCsdRdgB",cuts,
1322757499401850882,"My team has hit the ground running, and we’ll continue working hard to keep Queenslanders safe and in jobs. #qldjobs https://t.co/nVl6D0SpvB",promise,
1323121970792210432,"Today my team and I are rolling up our sleeves and focused on delivering Queensland’s budget, keeping Queensland's plan for economic recovery on track.

@camerondickqld @StevenJMiles #qldjobs https://t.co/hxHw76je7E",other,
1323181552302514176,Queensland’s economic recovery plan will create jobs all over this great state. #qldjobs https://t.co/pOJvVSsjoZ,promise,
1320562863853899776,"Queensland’s agriculture industry keeps our economy strong, so we’re backing our farmers by slashing water prices for irrigation.

A re-elected Palaszczuk government will cut irrigation costs by up to 50 per cent for fruit and vegetable growers from 1 July 2021.

#qldjobs https://t.co/wl6ITKXVWO",promise,
1320548630109908992,"Only 5 more days to go! On the hustings with @CraigCrawfordMP today.

The Palaszczuk Govt has a plan for our economic recovery and is committed to investing in more jobs for Qlders. 
Deb Frecklington &amp; the LNPs only plan for Qld is to cut, sack and sell. #dontrisklnpcuts #qldpol https://t.co/dAaQNoFiDB",promise,
1320519478115852289,"The @LNPQLD has a comprehensive plan to tackle the ICE epidemic and get Qlders into jobs. We’ll invest $2 million and partner with the @nthqldcowboys for an awareness and mental health support program. This is backed up with an $8 million dedicated police ICE taskforce, (1/2) https://t.co/MIHo6KaEOK",promise,
1320213496437551104,"The last time the LNP were in power, they cut thousands of jobs – and they’ll do it again.

They’ve committed to delivering a surplus within 4 years without borrowing, which means the only way they can deliver is by cutting jobs.

We can’t risk the LNP with our economic recovery. https://t.co/NyATDXB8F7",cuts,
1320211887267565569,"Roaring into Townsville's Reid Park I can hear Queensland’s engine is revving as we head into the home straight of this election campaign🏎️🔥

@ScottStewartMP @AaronHarperMP @cr_leswalker #qldjobs #qldvotes https://t.co/souso6bSCe",other,
1320318939738456067,"We’re not going to turn our back on Queenslanders in the middle of hard times. 

In everything we do in every part of this great state - we will create jobs.

Secure, fair-paying jobs you can build a life around.

Jobs that will take us from recovery to prosperity. 

#qldvotes https://t.co/UhXZdS96dx",promise,
1320334794400669696,"Queensland - we have come so far and achieved so much during a pandemic that continues to wreak havoc across the world

Because we took swift and decisive action on the health front, we’re on the road to economic recovery.

That means jobs, jobs and more jobs.

#qldjobs #qldpol https://t.co/eYvBIF81zT",promise,
1320513524087492608,Out at pre-poll with @JGilbertMP this morning. There’s a clear choice this election - the strong health response and clear economic plan of @AnnastaciaMP or the cuts and chaos of Deb Frecklington and the LNP. #QLDvotes #qldjobs #jobsnotcuts https://t.co/FfN6XNoC6v,cuts,
1320554763281285120,"Queensland’s agriculture industry keeps our economy strong, so we’re backing our farmers by slashing water prices for irrigation.

A re-elected Palaszczuk government will cut irrigation costs by up to 50 per cent for fruit and vegetable growers from 1 July 2021.

#qldjobs https://t.co/fAZDyImTwf",promise,
1320554765621682177,"We have already frozen water prices this year and absorbed dam safety costs to provide relief for Queensland businesses hit hard by COVID-19.

This means more crops, more jobs, and more value for Queensland.

#qldjobs #qldvotes",promise,
1320558007655092225,"More support for Shane Hamilton, this time in Sarina! #QLDvotes #qldjobs #jobsnotcuts https://t.co/oI1SyjL5sY",other,
1320477866103025664,"There's never been a more important time to vote to keep Cairns working.
𝗖𝗮𝗺𝗽𝗯𝗲𝗹𝗹 𝗡𝗲𝘄𝗺𝗮𝗻 style chaos is NOT what Cairns needs now!

𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬
👉 For Education
👉 For Health
👉 For Arts
👉 For Environment
👉For Small Business
👉For Jobs
👉For All Of Us https://t.co/twcGYexHbQ",other,
1320567215976927232,"Queensland cannot afford to risk Deb Frecklington and the LNP. She put us at risk with her reckless calls to open the borders and Queensland can’t afford her reckless plan to cut 30,000 Queensland jobs.

To keep Cairns on the road to recovery, 
 
VOTE 1️⃣  HEALY FOR CAIRNS",cuts,
1319484758821236736,".@DebFrecklington has confirmed the LNP is a boys club: “If you ever, ever have to get a job just because you're a woman, well work a bit harder.” 

Under @AnnastaciaMP, govt departments are beating @thelawcouncil's 30% target for briefing female barristers and I am proud of it!",other,
1319089306191839232,"More than 16,000 manufacturing businesses in Queensland just like Patterson Glass on the Gold Coast will benefit from the @LNPQLD’s plan to reduce electricity costs by around 20% to stimulate the economy and create more jobs. #qldpol https://t.co/9vLGaOWZX4",promise,
1319128406353604609,"@DebFrecklington @LNPQLD We all remember the @LNPQLD on manufacturing under you @DebFrecklington &amp; @CampbellNewman - ordered 75 trains from overseas that weren’t even disability compliant &amp; dumped Qld workers and their jobs. Shame! 

Liberals talk big &amp; do what they like if elected - it’s in yr DNA https://t.co/P9OSXrrz0G",cuts,
1319432205580464128,I’ve joined the Cuts Bus in Townsville highlighting @DebFrecklington &amp; @LNPQLD cuts that are inevitable for Qld if she became Premier in her rush to surplus during a global recession #jobsnotcuts https://t.co/FHiendxCun,cuts,
1319127750360248320,"@ljstone09 Because, after all, who shouldn't be given a $3,000 watch for doing their job🤷‍♀️🤷‍♀️",other,
1319184274742968320,"Find out the facts about the 2nd M1 from Transport Minister, the Hon. Mark Bailey MP, who I sat down with recently to discuss all your community concerns.  Labor is the only party with a solid plan to alleviate traffic on the M1 for motorists and creating jobs. #qldjobs https://t.co/i9Dztn8Xk6",promise,
1319133881329659904,"9 days to go to the election!

@JimMaddenMP and I are proud to be part of @AnnastaciaMP's team.

Our Premier has done a fantastic job keeping us safe and creating jobs in every corner of the state.

We can’t trust the LNP or One Nation with our economic recovery. https://t.co/xxVgPWeNQX",promise,
1319164081530572800,"Our Premier has worked hard to keep Queenslanders safe and create jobs across the state.

One Nation, the LNP and Clive Palmer will put that in jeopardy with job cuts and chaos.

Let’s stick with @AnnastaciaMP. https://t.co/S5WdQC0Dgy",promise,
1319082625030471681,BREAKING: A re-elected Palaszczuk Government will invest $40 million to protect the Great Barrier Reef and our other natural assets that will also create more than 200 jobs across Queensland. @LeeanneEnoch @CraigCrawfordMP @MichaelHealyMP https://t.co/AzT255wZbH,promise,
1319142185934057472,Fitzroy Island was the perfect place to announce our $40 million investment to protect the Great Barrier Reef and other natural assets if re-elected. @LeeanneEnoch @CraigCrawfordMP @MichaelHealyMP #qldjobs https://t.co/tr0sVT5p63,promise,
1319143735196696577,"@keithd1004 @LeeanneEnoch @CraigCrawfordMP @MichaelHealyMP @keithd1004, under our govt we've seen more than 40 large-scale renewables projects launch in QLD - $7.8b of investment that's created 6500 jobs. We've also announced a $500m Renewable Energy Fund to support more solar, wind and water projects: https://t.co/qaqkPmtwX3",promise,
1319322373443801088,"We’re committing another $40 million to continue to protect Queensland’s natural environment, including the Great Barrier Reef🐠 One of our biggest assets is our environment and looking after it is looking after our economy. @LeeanneEnoch @MichaelHealyMP @CraigCrawfordMP #qldjobs https://t.co/STFMJgnmqE",promise,
1319088592212418561,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/efCiG2H9sk",other,
1321751695286624256,"BREAKING 

A re-elected @AnnastaciaMP @QLDLabor Government will support the Urannah Dam application to the National Water Infrastructure Development Fund. 

• 1200 construction jobs 
• 650 operational jobs 

#brunker4burdekin #labor #queensland #burdekin https://t.co/V5OVFpVrEh",promise,
1321656311721783296,"2 more days to go &amp; already 9000 locals in Waterford have cast their vote 🙌

My wonderful volunteers Mimi, Noel &amp; Chris are doing a fantastic job chatting to voters today.

Now is the time to stick w @AnnastaciaMP &amp; her recovery plan for Qld jobs. 
#dontrisklnpcuts #qldvotes https://t.co/vk8uCVkucp",promise,
1321708090610212865,"Right now we need jobs not cuts!

Stick with @AnnastaciaMP’s strong health response and recovery plan for jobs.

Queenslanders can’t risk Deb Frecklington and LNP cuts #dontrisklnpcuts #qldvotes #qldpol 
https://t.co/2GMII1cdvR",cuts,
1321614667828011008,"The @LNPQLD supports lower taxes to support jobs which is why we would scrap @QLDLabor's grey nomad tax saving buyers around $2,300 on campervans &amp; motorhomes and give a $300 rego rebate to every car owner before Christmas. #qldpol https://t.co/LhBtxgB6aD",promise,
1321657095347871744,"Only @AnnastaciaMP &amp; @QLDLabor gets Light Rail done on the Gold Coast! 

LNP called it an ‘infliction’ &amp; opposed it often but 700+ jobs will flow for fully funded $709m Broadbeach to Burleigh Stage 3! https://t.co/TiP9DkLi63",promise,
1321341143741657088,"So you’ve got $26.55 Billion in projects, @DebFrecklington, but you won’t tell Qlders how you will pay for any of it, because you’re hiding your cuts .... 32,000 jobs as minimum .... ✂️✂️✂️✂️
#QLDvotes #QLDDebate #qldpol",cuts,
1321344503299469313,".@DebFrecklington deliberately avoiding answering how she will pay for $26.55 Billion in election commitments - and the reason why is because she will cut jobs and essential services across Queensland ...

#QLDVotes #QLDDebate #qldpol",cuts,
1321483362536579072,"Queensland businesses like @CenturyYuasa are making the things Queenslanders need.

Our manufacturing industry is supercharged thanks to our strong health response.

That means Queenslanders are getting back to work and our economic recovery can continue.

#qldjobs https://t.co/iINkOwJXu5",promise,
1321527151338815488,"My promise: If re-elected, I’ll keep working to grow jobs across every region of our state. #qldvotes #qldjobs https://t.co/ZS4gfK99nA",promise,
1321601487177306112,"Cuddling the koalas and feeding the birds at @CWSlive 😍

Because of our strong health response this year, Queensland is good to go 👍

I’m encouraging everyone to get out and support tourism jobs and businesses.

@StevenJMiles @KayleeCampradt https://t.co/JluZZ934qY",promise,
1321644338191818752,"All aboard! 🚋 

Catching the light rail from Southport to Parkwood. 

The Gold Coast Light Rail has made more than 50 million passenger trips already - and construction is about to start on the $709 million Broadbeach to Burleigh extension which will support 760 local jobs. https://t.co/KE8Ps0o9gB",promise,
1321716476093501445,"Day 10 Pre Poll

Great to have @MurrayWatt drop in at Ormeau Community Centre talking to voters about the great work of the Annastacia Palaszczuk MP Labor Government and now is not the time to risk Detour Deb and her cuts!

#JobsNotCuts
#qldpol https://t.co/xXgAZiaIxx",cuts,
1321753895253741569,"Every Queenslander deserves to have everything they need to prosper and grow. 

The foundation of that is secure, fair-paying jobs - jobs you can build a life around. 

That’s why my focus is on protecting Queenslanders’ jobs and creating new ones. https://t.co/ysvGdn6SLv",promise,
1321758326485471234,"LNP doing what they do best - cutting ✂️ 

While the Palaszczuk Labor Govt supports our small biz 

The LNP’s costings released today shows they have NO $$ for small biz ❌ grants
❌mentoring 
❌Small Biz Commissioner

They don’t care about small biz &amp; they don’t back Qld jobs",cuts,
1322068313858469888,"One more day to go! Early voting closes at 6pm tonight.

Stick with @AnnastaciaMP’s strong health response and recovery plan for jobs. Don't risk Deb Frecklington's reckless decisions on borders against health advice and more LNP job cuts. #dontrisklnpcuts #qldvotes #qldpol https://t.co/VBAzg3VMY4",promise,
1321957439336443905,"Vote for Jobs. Not cuts! 

I’m backing @AnnastaciaMP and @QLDLabor 

#qldpol #qldvotes https://t.co/Udgrh2Tw7T",cuts,
1322315898439434241,"Vote 1 @AnnastaciaMP and @QLDLabor to continue our strong plan for Queensland. 

Vote for jobs not cuts. https://t.co/LpLJSC81Gv",cuts,
1322012886026182659,"@LNPQLD @DebFrecklington Labor delivered one of best health responses in the world, restored health frontline staff &amp; cuts + we build many new schools not sell them off like @LNPQLD did &amp; record infrastructure &amp; jobs not cuts, sacking &amp; selling",promise,
1322318518650503168,"The @LNPQLD’s plan will stimulate the economy, create a decade of secure jobs &amp; lead Qld out of this recession. I’m voting to get Qld back to the economic powerhouse it once was and secure our children’s future. 
I’m voting to get Qld working again. #qldpol https://t.co/yw68kRMfjB",promise,
1322036341215883265,".@DebFrecklington: “The #FakeBradfieldScheme will create thousands of jobs as soon as we get elected! Yay!” 

Q: “What does ‘as soon as we get elected’ mean?”

@DebFrecklington: “Oh, 10 to 15 years, maybe longer ...”

Now that’s peak Deb, @Qldaah

#qldpol #QLDvotes #QLDvotes2020 https://t.co/uaZAArOa1j",other,
1322287943029907456,"Good morning @DebFrecklington!  👋👋👋👋

This. Is. Our. Plan. For. Jobs.

✌️#VoteLabor✌️ https://t.co/P4TrA9w3ru",promise,
1322310213802684416,Polling booths are open across the Algester electorate! 🗳 Started the day at the new Hillcrest booth - remember it is now located at the Life and Legacy Church on Anzac Ave. Make sure you vote today because we cannot afford the LNP’s cuts and chaos.#qldvotes #qldjobs https://t.co/xK5WlKUjdA,cuts,
1321904890176696320,"Happy World Teachers’ Day! ✏️📗🍎

Our teachers and teacher aides do an incredible job making sure Queensland children get the best start in life.

Thank you for everything you do ❤️️ https://t.co/TVItx2a39w",other,
1322032255112417280,My vision for this state is about keeping Queenslanders safe and in jobs. I’ll keep fighting for that every day.,promise,
1322319902586269697,"Because we believe in our young people, we’re extending free TAFE for Queenslanders aged under 25 #TAFE #education #qldjobs @TAFEQld @QLDLabor https://t.co/UaIjLErL1N",promise,
1322327076519641089,"Now more than ever we need our frontline health staff, which is why if re-elected we’ll invest in 9,475 extra doctors, nurses and other allied health care workers #nurses #doctors #health #qldjobs @qldhealthnews @QLDLabor https://t.co/D3ETld8XaS",promise,
1322377955226447873,"Thx to all our exclt ⁦@Annerley_Labor⁩ ⁦@SalisburyALP⁩ ⁦@yeronga_labor⁩ branch volunteers in Miller doing a fab job helping keep Qld safe, prosperous &amp; fair #qldpol https://t.co/2jexIibAzd",other,
1322370216425365504,"Our government is already working hard for every Queenslander as our brightest days are ahead.  We have created jobs with more big plans for manufacturing, small business, the health sector and infrastructure.  The LNP has covid plans to slash and cut jobs. #qldjobs https://t.co/srHNmvqyKP",promise,
1322334636928765952,"Our children need the best start in their education, which is why if re-elected we’ll invest in more than 7,300 new teachers and teacher aides #education #qldjobs @QLDEducation @QLDLabor https://t.co/vfQRaTPpga",promise,
1322342331664592901,2025 extra police by 2025 – that’s our promise to you to keep our communities safe. #police #qldjobs @QldPolice @QLDLabor https://t.co/ZSMLDbm27D,promise,
1322349585424003072,We’re building our regions by investing in them and that includes investing in health. #nurses #doctors #health #qldjobs @QLDLabor @qldhealthnews https://t.co/Pk1vW2yTlZ,promise,
1322357671329034240,We’ll build Queensland trains in Queensland if re-elected because we believe investing in regional manufacturing is an investment in thousands of Queensland jobs. #qldjobs #qldmanufacturing @QLDLabor https://t.co/PrADPVf9Gs,promise,
1322364468764975106,"Every day in every way across this wonderful state, the Palaszczuk Government is creating and supporting tens of thousands of regional jobs. That’s an investment in the state and in our people #qldjobs #qldmanufacturing https://t.co/qKGD5274ZD",promise,
1322375317965529088,We’re investing in health care from Cairns to Coolangatta and Mt Isa so that every Queenslander has access to the type of health care they deserve. #nurses #doctors #health #qldjobs https://t.co/qysffk9o66,promise,
1322381211319242754,"Investing in our teachers is an investment in jobs and in our children, which is why we’re sparing no expense. 
#education #qldjobs https://t.co/C4TAvSac3A",promise,
1322387508504588291,Seven new satellite hospitals in South East Queensland is an innovative way to bring hospital-quality health care closer to home. #nurses #doctors #health #qldjobs @QLDLabor @qldhealthnews https://t.co/YsDlwrlsaY,promise,
1322388461966426112,"Queenslanders asked for better health care and more hospitals and we heard you, which is why from Cairns to Coolangatta, we’re doing just that. #nurses #doctors #health #qldjobs https://t.co/5m7eKQXyCc",promise,
1322404090354180096,"Our police officers come from across Queensland, which is why we’re investing in more police to send back to the regions. #police #qldjobs https://t.co/XYFJ6rp7vK",promise,
1322412541914443776,If you’re aged under 25 then we’ll provide free TAFE in courses that will give you a foundation for the jobs of the future. #TAFE #education #qldjobs @QLDLabor @TAFEQld https://t.co/UrRMgxmYzf,promise,
