party,electorate,first_name,last_name,twitter_url,gender,tweet_id,created_at,retrieved_at,user_id,username,text,retweeted_tweet_id,retweeted_user_id,retweeted_user_name,in_reply_to_tweet_id,in_reply_to_user_id,in_reply_to_user_name,quoted_tweet_id,quoted_user_id,quoted_user_name,theme_claude
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320114593117528064,2020-10-24T21:27:00.000000+0000,2020-10-25 02:24:50.000 +0000,256833444,AnnastaciaMP,"Time to buckle up as we head down the road to economic recovery.

We can’t risk a detour with Deb’s reckless race to a surplus and the LNP’s slashing of 30,000 jobs. https://t.co/SeTyoqL87i",,,,,,,,,,cuts
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1320142338392387584,2020-10-24T23:17:15.000000+0000,2020-10-25 07:25:11.000 +0000,3307517665,GlennButcherMP,Great to see ⁦@TheQCU⁩ out at the Townsville markets this morning supporting Queensland workers. #qldvotes #qldjobs https://t.co/voLWppqaL7,,,,,,,,,,other
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1320159240221200384,2020-10-25T00:24:24.000000+0000,2020-10-25 07:25:11.000 +0000,3307517665,GlennButcherMP,".⁦@ScottStewartMP⁩’s dedicated volunteers door-knocking on a steamy Townsville morning, delivering the key message of #jobsnotcuts. #qldjobs #qldvotes https://t.co/JhGp7tW9BV",,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320195156151156736,2020-10-25T02:47:07.000000+0000,2020-10-26 00:36:23.000 +0000,256833444,AnnastaciaMP,"Our veterans have given their best for Australia and they deserve our best support.

That's why we’ll provide more support to our veterans with $10 million for employment assistance, infrastructure funding, legal help, homelessness support and other services. #qldjobs #veterans https://t.co/ekFfBhpq8E",,,,,,,,,,promise
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1318418282437750785,2020-10-20T05:06:28.000000+0000,2020-10-21 01:28:03.000 +0000,2186029770,ShannonFentiman,And the #cutsbus hits Gladstone! Deb Frecklington wants to rush to a surplus that will mean cutting 30000 jobs across Qld - that’s 1300 jobs lost in Central Qld! Now is not the time to risk Deb Frecklington and the LNP ✂️🚌 #dontrisklnpcuts #qldvotes https://t.co/dtyRIcz1uZ,,,,,,,,,,cuts
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1318652380993368064,2020-10-20T20:36:41.000000+0000,2020-10-20 21:07:45.000 +0000,984808496,MarkBaileyMP,"BREAKING: If re-elected, we have a vision to build an inland freight highway from Charters Towers to NSW border

A 2nd Bruce Hway would take trucks off current Bruce making it safer

It’ll slash travel times, create jobs &amp; boost our economy

Tune in later this morn for more info https://t.co/Z1X1LUW4VN",,,,,,,1318642644319375360,256833444,AnnastaciaMP,promise
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1318670382728060929,2020-10-20T21:48:13.000000+0000,2020-10-21 04:28:15.000 +0000,236818401,camerondickqld,"Wrong again @TimMander. Last month Queensland created 1,000 jobs a month, the largest rise in full time jobs and the largest rise in people re-entering the labour force to look for jobs - because our economy is recovering under our Economic Recovery Plan.

@NewsTalk4BC @breenie9",,,,,,,,,,promise
Queensland Labor,Woodridge,Cameron,Dick,https://twitter.com/camerondickqld,M,1318675412319285248,2020-10-20T22:08:12.000000+0000,2020-10-21 04:28:15.000 +0000,236818401,camerondickqld,"Sorry world, we were created 1000 jobs A DAY last month - 32,000 in total - while the rest of Australia shed 23,000 jobs

@NewsTalk4BC @breenie9 @TimManderMP",,,,1318670382728060929,236818401,camerondickqld,,,,promise
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1318499702367752192,2020-10-20T10:30:00.000000+0000,2020-10-20 17:57:34.000 +0000,2697320623,JenMP4Ipswich,"Our Premier has done an incredible job guiding us through COVID-19.

When the LNP &amp; One Nation called for open borders prior to Victoria's outbreak, @AnnastaciaMP stood strong and put QLD first.

We can’t trust the LNP or One Nation with our health response or economic recovery. https://t.co/IfL4Iooobq",,,,,,,,,,other
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1318673352438022146,2020-10-20T22:00:01.000000+0000,2020-10-21 16:09:05.000 +0000,2697320623,JenMP4Ipswich,"We have a clear choice this election.

You can vote for jobs, stability, and strong leadership.

Or you can vote for cuts, chaos and reckless behaviour.

The choice is yours. https://t.co/M0eiFB22hB",,,,,,,,,,promise
Queensland Labor,Algester,Leanne,Enoch,https://twitter.com/LeanneEnoch,F,1318664956380786688,2020-10-20T21:26:39.000000+0000,2020-10-21 18:39:16.000 +0000,53665873,LeeanneEnoch,"BREAKING: If re-elected, we have a vision to build an inland highway from Charters Towers to Mungindi.
A 2nd Bruce Highway would take trucks off the existing Bruce, making it safer for communities from Gympie to Townsville.
Activating an inland freight route
#qldjobs #qldtraffic https://t.co/pIkwtUPfgf",,,,,,,1318642644319375360,256833444,AnnastaciaMP,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318437935209877504,2020-10-20T06:24:33.000000+0000,2020-10-20 11:27:06.000 +0000,256833444,AnnastaciaMP,"I’m seeking your support at this election because I want the best for Queensland’s future.

It’s a choice between our economic recovery plan for jobs – or the LNP’s plan for cuts.

That’s what’s at stake in this election.

That’s what’s on the line for Queensland.

#qldvotes https://t.co/rqTAUulDi2",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318447105967611904,2020-10-20T07:01:00.000000+0000,2020-10-20 11:27:06.000 +0000,256833444,AnnastaciaMP,"It’s there in black and white 👇👇

This election will come down to the wire.

If you want to stay on the road to economic recovery, vote 1 for Labor in your electorate.

We can’t risk the LNP cutting 30,000 jobs.

#qldvotes https://t.co/Cg2FWpkSti",,,,,,,,,,cuts
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318483847718293505,2020-10-20T09:27:00.000000+0000,2020-10-20 11:27:06.000 +0000,256833444,AnnastaciaMP,"Mitch Marsden is the business manager with Lantrak, an earthmoving company that has kept working throughout COVID thanks to our M1 upgrades.

Construction works on massive projects such as the M1 are directly and indirectly creating thousands of jobs.

#qldjobs https://t.co/gHFnLAlkRD",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318642644319375360,2020-10-20T19:58:00.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"BREAKING: If re-elected, we have a vision to build an inland highway from Charters Towers to Mungindi. #qldvotes #qldjobs https://t.co/oZXzzvWgDR",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318642822552055809,2020-10-20T19:58:42.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"A second Bruce Highway would take trucks off the existing Bruce, making it safer for communities from Gympie to Townsville.

Activating an inland freight route will also reduce travel times, support jobs and increase economic activity.",,,,1318642644319375360,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318439315433836544,2020-10-20T06:30:02.000000+0000,2020-10-20 22:37:51.000 +0000,2185743007,MichaelHealyMP,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/iEmlyd4p7R",,,,,,,,,,other
N/A (Independent),Miller,Edward,Carroll,https://twitter.com/edwardian_times,M,1318108765510463488,2020-10-19T08:36:33.000000+0000,2020-10-19 08:45:19.000 +0000,2854730388,edwardian_times,@lutajobe That's wonderful! Gaming is such a good way to relax. As long as you weren't playing Farming Simulator 😂,,,,1318093666527801344,143381337,lutajobe,,,,other
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1319859278308503552,2020-10-24T04:32:28.000000+0000,2020-10-24 07:53:34.000 +0000,632577753,DebFrecklington,"Fourth stop and it’s in Noosa with our plans to create jobs and invest $10 million to duplicate a key stretch of Beckmans Road. Only the @LNPQLD has a plan to bust congestion, stimulate the economy and drag Queensland out of recession. #qldpol https://t.co/P5GRDInSwm",,,,,,,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1318075931596967937,2020-10-19T06:26:05.000000+0000,2020-10-19 22:56:17.000 +0000,984808496,MarkBaileyMP,"Can you imagine the mad economic decisions @DebFrecklington would have to make if her @LNPQLD was beholden to @PaulineHansonOz &amp; @OneNationAus in a minority government??

Jobs would be cut down like nine pins... https://t.co/h68za9tk1u https://t.co/J080WYVGPa",,,,,,,1318072180568072192,2458912866,DuncanPeggMP,cuts
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1318137314476912640,2020-10-19T10:30:00.000000+0000,2020-10-19 19:46:03.000 +0000,2697320623,JenMP4Ipswich,"Job creation is at the core of our economic recovery plan for Queensland.

In September, Queensland created 10 times as many jobs as NSW.

We can’t risk the LNP or One Nation with our economic recovery. https://t.co/H787iWq7mM",,,,,,,,,,promise
Queensland Greens,Maiwar,Micheal,Berkman,https://twitter.com/mcberkman,M,1318104120922796033,2020-10-19T08:18:06.000000+0000,2020-10-19 10:25:25.000 +0000,4171736714,mcberkman,"Climate scientists and Greens MPs aren't arguing that we have to shut down every single coal mine and power plant overnight. We just want a plan for when they do shut down.

Because coal jobs are short-term and quickly disappearing.",,,,1318104118372651008,4171736714,mcberkman,,,,cuts
Queensland Greens,Maiwar,Micheal,Berkman,https://twitter.com/mcberkman,M,1318104123523231744,2020-10-19T08:18:06.000000+0000,2020-10-19 10:25:25.000 +0000,4171736714,mcberkman,"Coal workers deserve a realistic plan to transition away from fossil fuels. Jobs, training, free public services like transport and childcare. 

Frankly, mining corporations don't give a shit about them - they just want to wring as much profit as possible from a dying industry.",,,,1318104120922796033,4171736714,mcberkman,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318043209004503040,2020-10-19T04:16:03.000000+0000,2020-10-19 13:15:37.000 +0000,256833444,AnnastaciaMP,As the engine room of our economy small business is vital to Queensland’s economic recovery. That’s why a re-elected Palaszczuk Labor Government will back Queensland small businesses with a $140 million package to support growth and jobs. https://t.co/wlxWQVcEmn,,,,1317981179774074880,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Gladstone,Glenn,Butcher,https://twitter.com/GlennButcherMP,M,1318049090043695106,2020-10-19T04:39:25.000000+0000,2020-10-19 18:15:57.000 +0000,3307517665,GlennButcherMP,"Great to join @JGilbertMP, Shane Hamilton &amp; @AnthonyChisholm to announce a re-elected Palaszczuk Labor Government will establish a #manufacturing hub in Mackay to help the economy recover from COVID and create vital jobs in the region. #qldjobs #QLDvotes https://t.co/DA3KAxIdrp",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318067916760215552,2020-10-19T05:54:14.000000+0000,2020-10-19 13:15:37.000 +0000,256833444,AnnastaciaMP,"We’re investing another $140 million into our Small Business Strategy, and helping our exporters grow their business because exports mean jobs for Queenslanders.

Queensland’s economic recovery plan is on track to continue to support jobs, jobs and more jobs.

#qldjobs #smallbiz https://t.co/HdXUcbRpmp",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318097552466608129,2020-10-19T07:52:00.000000+0000,2020-10-19 13:15:37.000 +0000,256833444,AnnastaciaMP,"Shannon and Grahams Natural Alternatives had to have a rethink about how the company did business during the pandemic.

Their Small Business COVID Adaptation Grant of $6,500 was a big help.

Queensland’s economic recovery plan is helping small businesses grow and create jobs. https://t.co/wiB0k7naf4",,,,,,,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1319855086286344192,2020-10-24T04:15:48.000000+0000,2020-10-24 15:24:04.000 +0000,2185743007,MichaelHealyMP,"Creating &amp; Protecting Jobs. It's what 𝗟𝗔𝗕𝗢𝗥 does.
To keep Cairns working
𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For Education
👉 For Health
👉 For the Hospital
👉 For the Arts
👉 For the Environment
👉 For the Reef
👉 For Small Business
👉 For Jobs
👉 For All Of Us https://t.co/nsmGYHfSsy",,,,,,,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318055899785646081,2020-10-19T05:06:29.000000+0000,2020-10-20 00:26:23.000 +0000,2185743007,MichaelHealyMP,"VOTE 1️⃣ HEALY FOR CAIRNS

👉 For #Cairns
👉 For #Education
👉 For #Health
👉 For the #Hospital
👉 For the #Arts
👉 For the #Environment
👉 For #SmallBusiness
👉 For #Jobs
👉 For the #Community
👉 For All Of Us

#HealyForCairns https://t.co/3ZgFy1fYlX",,,,,,,,,,other
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318107121909628929,2020-10-19T08:30:01.000000+0000,2020-10-20 00:26:23.000 +0000,2185743007,MichaelHealyMP,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/L6Ex7KiaXR",,,,,,,,,,other
Queensland Labor,Ipswich,Jennifer,Howard,https://twitter.com/JenMP4Ipswich,F,1320847679467986946,2020-10-26T22:00:01.000000+0000,2020-10-27 05:18:26.000 +0000,2697320623,JenMP4Ipswich,"Since 2015, the Palaszczuk Labor Government has protected QLD’s National Parks and Great Barrier Reef while supporting jobs for QLDers.

The LNP and One Nation will provide nowhere near this much support for QLD’s unique environment – we can’t risk them. https://t.co/BC24vLlJl0",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318808228361170944,2020-10-21T06:55:58.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"It’s a new day for Townsville’s mighty @estates_fc with our promise to invest $400,000 in new changerooms and field lighting for the historic football club.

The road to economic recovery is paved with jobs and that’s what we’re creating for Queensland.

@ScottStewartMP https://t.co/DyJTEEKthq",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318838937691959296,2020-10-21T08:58:00.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"We're developing an inland freight route to take pressure off the Bruce Highway as part of our Real Bruce Plan.

This is a significant part of our road to economic recovery.

#qldjobs https://t.co/0Z0hfn2Eq8",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319074616334168064,2020-10-22T00:34:30.000000+0000,2020-10-22 07:50:10.000 +0000,256833444,AnnastaciaMP,"@hobo_ninja84 @hobo_ninja84, Right now we’re delivering massive upgrades on the Bruce around Cairns, Townsville, Mackay, Rockhampton, Gympie and the Sunshine Coast, with 33 projects underway, supporting thousands of regional jobs.",,,,1318859173547790336,786378650656530432,hobo_ninja84,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1319074764430868480,2020-10-22T00:35:05.000000+0000,2020-10-22 07:50:10.000 +0000,256833444,AnnastaciaMP,"@hobo_ninja84 If re-elected we’ll keep increasing funding for Bruce Highway upgrades each year to almost $2 billion annually by 2023, supporting 2500 Queensland jobs and delivering safer roads for everyone. We’ll also prioritise $500m in upgrades between Proserpine and Gladstone.",,,,1319074616334168064,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320681831176544256,2020-10-26T11:01:00.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"Sticking to our road to economic recovery is moving us in the right direction.

#qldjobs https://t.co/DmaTN7FxN9",,,,,,,,,,other
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320756573480730625,2020-10-26T15:58:00.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"The pandemic is far from over.

Our strong health response has allowed us to open up the economy and focus on creating jobs.

We’re on the right track, but we have to see it through.

I’m asking Queenslanders for a strong majority government to finish the job.

#qldjobs #qldvotes https://t.co/8fUG9tbcJz",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320869566558261248,2020-10-26T23:26:59.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"When it comes to tourism in the Whitsundays, the sky’s the limit!

If we’re re-elected, we’ll back a major new land-based attraction: the Whitsunday Skyway.

Key projects like this drive local job creation and regional economic growth as part of Queensland’s plan for recovery. https://t.co/efbr5crF0o",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320870013713088512,2020-10-26T23:28:46.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"It’s a $55 million project that includes a cableway, indigenous cultural centre, and a summit café with stunning views of the islands.

We’ll make it possible by providing $1 million in matched funding towards land offsets in Conway National Park.

@WhitsundaysQLD #qldjobs",,,,1320869566558261248,256833444,AnnastaciaMP,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320883775606194176,2020-10-27T00:23:27.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"A re-elected Palaszczuk Government will invest another $10 million to continue development of Queensland’s job-creating hydrogen industry.

The world is looking to hydrogen to fuel the future and we want them to get it from Queensland so we can create more jobs in our regions. https://t.co/hX3HXP0109",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320912680329179136,2020-10-27T02:18:19.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"But first - a jobs selfie! 🤳

Catching up with some of the workers at Mackay’s De Goey Contractors.

This is a regional Queensland company supporting and creating jobs for regional Queenslanders.

@camerondickqld @JGilbertMP #qldjobs https://t.co/DGdQDw3RcL",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320953012190285824,2020-10-27T04:58:34.000000+0000,2020-10-27 20:59:35.000 +0000,256833444,AnnastaciaMP,"Tried an old school brew at @BundabergDrinks, which has been creating jobs for generations and continues to do so. https://t.co/i4xNe3VR5v",,,,,,,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1319058630860296193,2020-10-21T23:30:59.000000+0000,2020-10-22 19:00:56.000 +0000,2185743007,MichaelHealyMP,"2020 is 𝗡𝗢𝗧 the year to be risking the LNP.
𝗩𝗢𝗧𝗘  𝟭  𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉  For Education
👉  For Health
👉  For the Hospital
👉  For the Arts
👉  For the Environment
👉  For the Reef
👉  For Small Business
👉  For Jobs
👉  For All Of Us
 #HealyForCairns https://t.co/0KkfIqJDiw",,,,,,,,,,other
Queensland Labor,Burdekin,Mike,Brunker,https://twitter.com/BrunkerMichael,M,1320575580509593600,2020-10-26T03:58:48.000000+0000,2020-10-26 23:48:01.000 +0000,1299484870771523586,BrunkerMichael,"A sweet announcement for Queensland fruit and vegetable growers 🥭🍍🍓🍉🍊 

Our commitment to slash irrigation bills by up to 50 per cent if re-elected will help family-owned farms increase productivity and profitability and create more jobs.

#qldjobs https://t.co/RFIcJ5qgFr",,,,,,,,,,promise
Queensland Labor,Waterford,Shannon,Fentiman,https://twitter.com/ShannonFentiman,F,1318711495811686402,2020-10-21T00:31:35.000000+0000,2020-10-21 01:28:03.000 +0000,2186029770,ShannonFentiman,"But the Palaszczuk Government has been rebuilding our frontline services, investing over $8.5 million in this critical health facility. 

Only Labor has a plan to protect our health system and safeguard the jobs it delivers. 

@BrittanyLauga @DrAnthonyLynham 

#QLDvotes #qldpol",,,,1318711492892532742,2186029770,ShannonFentiman,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1318767581642125312,2020-10-21T04:14:27.000000+0000,2020-10-21 19:19:18.000 +0000,984808496,MarkBaileyMP,"Palaszczuk Government takes working with trucking industry seriously Lisa so thanks to @GaryMahon_qta, @qta_trucking &amp; the team for advocating so strongly for this visionary &amp; practical second Bruce project to boost jobs, productivity &amp; road safety! https://t.co/p3CHBmDEgY",,,,,,,1318759930535440384,397024793,lisa_qta,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320574271840681984,2020-10-26T03:53:36.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"A sweet announcement for Queensland fruit and vegetable growers!

Our commitment to slash irrigation bills by up to 50 per cent if re-elected will help family-owned farms increase productivity and profitability and create more jobs.

#qldjobs https://t.co/tcl8YKMPEy",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320633764209258497,2020-10-26T07:50:00.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"If you're fighting second and third waves of COVID-19, it's hard to focus on jobs.

That’s why we put the health of Queenslanders first. 

A safe state means we can get on with our economic recovery 💪

#covid19 https://t.co/PIQrytkSM8",,,,,,,,,,other
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1320656783543660544,2020-10-26T09:21:28.000000+0000,2020-10-26 22:47:58.000 +0000,256833444,AnnastaciaMP,"We'll start duplication works on the Cairns Western Arterial Road in 2021, investing $60 million to build four lanes between Redlynch Connector Road and Kamerunga Road.

We’re backing Cairns jobs, with record investment in local roads to help Queensland’s economic recovery. https://t.co/Kp54FXXUhN",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318718386201714688,2020-10-21T00:58:58.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"Our Real Bruce Plan will improve safety on Bruce, including building a Second Bruce.

In the past five years, we’ve delivered $3.7 billion in upgrades on the Bruce Highway in partnership with the Federal Government. 

That’s supported thousands of regional jobs.

#qldjobs https://t.co/7zkks4zUhP",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318727308941799424,2020-10-21T01:34:25.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"@BRichardson1964 @BRichardson1964 
Our govt has already delivered $500m+ in recovery funding for the tourism industry since the pandemic began.
This builds on our record investment in tourism and jobs, with a snapshot of some of the projects we’ve funded below. https://t.co/INDUJhyOLw",,,,1318700389219270656,2953515842,BRichardson1964,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318739658168176640,2020-10-21T02:23:30.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"At least 220 people are working on the Haughton River floodplain upgrade outside Townsville which is integral to our Real Bruce Plan.

Our plan means jobs for generations across the state – vote 1 for Labor to stay on the road to recovery.

#Townsville #qldjobs https://t.co/wtG071Kmei",,,,,,,,,,promise
Queensland Labor,Inala,Annastacia,Palaszczuk,https://twitter.com/AnnastaciaMP,F,1318755411936251904,2020-10-21T03:26:06.000000+0000,2020-10-21 09:38:38.000 +0000,256833444,AnnastaciaMP,"We will continue to create jobs in every corner of the state if re-elected. 

Deb Frecklington’s plan is about sacking people.

The choice is clear. Vote 1 for Labor.

#qldjobs #qldvotes https://t.co/I98HQOmktI",,,,,,,,,,promise
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318741298975772672,2020-10-21T02:30:01.000000+0000,2020-10-21 20:49:24.000 +0000,2185743007,MichaelHealyMP,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/E0Q2ha8Ftd",,,,,,,,,,other
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318762839453085696,2020-10-21T03:55:37.000000+0000,2020-10-21 20:49:24.000 +0000,2185743007,MichaelHealyMP,"2020 is 𝙉𝙊𝙏 the year to be risking Newmanesque style ""cost savings"".
𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For Education.
👉 For Health.
👉 For the Hospital.
👉 For the Arts.
👉 For the Environment.
👉 For Small Business.
👉 For Jobs.
👉 For All Of Us.

#HealyForCairns https://t.co/om2cCEf3xF",,,,,,,,,,other
Queensland Labor,Cairns,Michael,Healy,https://twitter.com/MichaelHealyMP,M,1318765609207947265,2020-10-21T04:06:37.000000+0000,2020-10-21 20:49:24.000 +0000,2185743007,MichaelHealyMP,"""In everything we do, in every part of Queensland, we will create jobs""
𝗩𝗢𝗧𝗘 1 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For Jobs.
👉 For Small Business.
👉 For the Community.
👉 For Education.
👉 For Health.
👉 For the Arts.
👉 For the Environment.
👉 For All Of Us.

#HealyForCairns https://t.co/8x8IzCThHk",,,,,,,,,,promise
Liberal National,Nanango,Deb,Frecklington,https://twitter.com/DebFrecklington,F,1318795116178415616,2020-10-21T06:03:52.000000+0000,2020-10-21 13:18:53.000 +0000,632577753,DebFrecklington,"Regional Queensland deserves the same opportunities as those in South East Queensland which is why
an @LNPQLD government will invest $160 million towards construction of the first stage of Cairns University Hospital creating 500 construction jobs. #qldpol https://t.co/686N6VPIvy",,,,,,,,,,promise
Queensland Labor,Miller,Mark,Bailey,https://twitter.com/MarkBaileyMP,M,1318801628447690752,2020-10-21T06:29:45.000000+0000,2020-10-21 19:19:18.000 +0000,984808496,MarkBaileyMP,"@JohnpaulGonzo @10NewsFirstQLD @M_McCormackMP @AnnastaciaMP Good news for @M_McCormackMP is @QLDLabor’s 2nd Bruce plan is NEW $$$. So is our extra $100M on Bruce, growing our existing fed/state $12.6B program. We’ll keep upgrading it &amp; build 2nd Bruce too! Record road $ in Qld atm &amp; looking forward to more bitumen &amp; QLD jobs 🚗🚛🚚😊👍",,,,1318781250291654657,3062711845,JohnpaulGonzo,,,,promise
Queensland Labor,Southport,Susie,Gallagher,https://twitter.com/susiesouthport,F,1318786612197613568,2020-10-21T05:30:04.000000+0000,2020-10-22 00:49:40.000 +0000,1298404589511651330,SusieSouthport,"A vote for Annastacia Palaszczuk &amp; Labor is a vote for strong, stable Government and a clear economic plan for job creation and recovery. A vote for the LNP is a vote for a Deb Frecklington, Pauline Hanson &amp;  Clive Palmer = recklessness. Do you want to take this risk? #qldjobs https://t.co/qirN6A3uvn",,,,,,,,,,promise
